매장명,도로명주소,매장유형,위도,경도
꽃썸(FlowerSome),전남 영광군 영광읍 중앙로 121-2,소매업; 자동차 제외,35.2697887,126.5117333
태광농기계,전남 영광군 군서면 서금길1길 140,소매업; 자동차 제외,35.2834344,126.4601993
JY정보통신,전남 영광군 영광읍 옥당로 160,소매업; 자동차 제외,35.2763445,126.501169
씨유영광하늘점,전남 영광군 영광읍 월현로 60,소매업; 자동차 제외,35.2802079,126.4997472
153농수산,전남 영광군 염산면 향화로5길 21-9,소매업; 자동차 제외,35.2111771,126.3742738
영광종로떡집,전남 영광군 영광읍 대하길2길 10,음식점 및 주점업,35.2738057,126.4983685
태은수산,전남 영광군 영광읍,소매업; 자동차 제외,35.273263,126.512818
명품행복굴비,전남 영광군 법성면 영광로3길 91,소매업; 자동차 제외,35.3341355,126.4691586
법성주유소,전남 영광군 법성면,소매업; 자동차 제외,35.362057,126.445988
엘지냉동,전남 영광군 영광읍 대하길1길 17,개인 및 소비용품 수리업,35.2726716,126.4999978
영광군수산업협동조합이용가공사업소,전남 영광군 법성면 굴비로1길 112,소매업; 자동차 제외,35.3613696,126.4339901
공주스킨$네일,전남 영광군 영광읍 신남로 217,소매업; 자동차 제외,35.2758791,126.5059172
현대,전남 영광군 영광읍 신남로 166,소매업; 자동차 제외,35.2757529,126.4999963
천년가든,전남 영광군 불갑면 강항로1길 50-15,음식점 및 주점업,35.207783,126.5160189
법성포 왕 굴비,전남 영광군 법성면 법성포로 9,소매업; 자동차 제외,35.3610621,126.4412166
굴비골한우프라자,전남 영광군 법성면 법성포로2길 28,음식점 및 주점업,35.3605129,126.4436164
하나약국,전남 영광군 영광읍 옥당로 170,소매업; 자동차 제외,35.2772153,126.5008869
아세아 농기계 영광대리점,전남 영광군 영광읍 옥당로 298,소매업; 자동차 제외,35.2856223,126.505598
호연재단 영광종합병원부설 청람간호학원,전남 영광군 영광읍 와룡로 3,교육 서비스업,35.2844615,126.4989779
산머루마을 영농조합법인,전남 영광군 군서면 관산로1길 177,음식점 및 주점업,35.2618431,126.4644423
풍년상회,전남 영광군 불갑면 강항로 12,소매업; 자동차 제외,35.2105997,126.5080345
폭스빈,전남 영광군 법성면 법성포로3길 6-4,음식점 및 주점업,35.3584274,126.4432117
뉴아메리칸통닭,전남 영광군 염산면 칠산로 61,음식점 및 주점업,35.2165921,126.3721054
해원굴비,전남 영광군 법성면 굴비로 84,소매업; 자동차 제외,35.3560235,126.4484476
시카고피자,전남 영광군 영광읍 신남로 216-2,음식점 및 주점업,35.2756956,126.5057174
찬수네활어집,전남 영광군 영광읍 천년로 1487,음식점 및 주점업,35.2750508,126.5044327
신안설비,전남 영광군 영광읍 대하길3길 23,소매업; 자동차 제외,35.2746577,126.4996141
염산오토바이,전남 영광군 염산면 칠산로 70,개인 및 소비용품 수리업,35.2172869,126.3717973
(주)옥당자동차해체재활용산업,전남 영광군 묘량면 영대로 443,개인 및 소비용품 수리업,35.291248,126.5320907
영광자동차유리,전남 영광군 영광읍 천년로 1436,자동차 및 부품 판매업,35.272177,126.5009255
오명옥 피부샵,전남 영광군 영광읍 중앙로 158,기타 개인 서비스업,35.2730031,126.5122094
중앙식당,전남 영광군 영광읍 물무로 102-1,음식점 및 주점업,35.276506,126.5112901
그린영광굴비,전남 영광군 백수읍 해안로 1363,소매업; 자동차 제외,35.3623213,126.4130207
더편한자리,전남 영광군 홍농읍 홍농로 442-18,음식점 및 주점업,35.3922737,126.4463875
만선횟집,전남 영광군 영광읍 천년로10길 41,음식점 및 주점업,35.2754178,126.4979366
대림모터스 캠피온,전남 영광군 법성면 굴비로 78,개인 및 소비용품 수리업,35.3562705,126.4478702
법성포 일일굴비,전남 영광군 법성면 진굴비길 132,소매업; 자동차 제외,35.3619744,126.4393742
남대문안경원,전남 영광군 영광읍 백산길 4,소매업; 자동차 제외,35.2761911,126.5028598
에어컨 나라,전라남도 영광군 영광읍 옥당로 185-5,소매업; 자동차 제외,35.2783798,126.4993318
독일보청기영광점,전남 영광군 영광읍 백산길 4,소매업; 자동차 제외,35.2761911,126.5028598
청운,전남 영광군 영광읍 천년로11길 27,음식점 및 주점업,35.2747977,126.4998076
한국종합상사,전남 영광군 영광읍 천년로11길 37,소매업; 자동차 제외,35.2756463,126.4994343
카페 마를린먼로,전남 영광군 백수읍 백수로 843-4,음식점 및 주점업,35.2829102986,126.4030189746
페브릭실공방,전남 영광군 홍농읍 상하길 27,소매업; 자동차 제외,35.3944347,126.4445868
기와집,전남 영광군 홍농읍 상하길 11,음식점 및 주점업,35.3933894,126.4433043
씨유영광그린점,전남 영광군 영광읍 물무로 140,소매업; 자동차 제외,35.2761798,126.5152894
사랑초,전남 영광군 백수읍 백수로9길 60,음식점 및 주점업,35.2811019,126.419055
(주)청산유통,전남 영광군 법성면,소매업; 자동차 제외,35.362057,126.445988
에이수가구마트,전남 영광군 영광읍 현암길 33,소매업; 자동차 제외,35.2763499,126.5083692
영빈뷔페,전남 영광군 영광읍 천년로12길 47,음식점 및 주점업,35.2764795,126.4996114
영광축협하나로마트/영광축산업협동조합,전남 영광군 영광읍 신남로4길 18,음식점 및 주점업,35.2746936,126.5028049
헤어보니따,전남 영광군 영광읍 백산길 5,기타 개인 서비스업,35.2764534,126.5025976
드림정,전남 영광군 법성면 굴비로 47-1,음식점 및 주점업,35.3587011,126.4469039
풍성한집수산,전남 영광군 법성면 법성포로3길 60,소매업; 자동차 제외,35.3591464,126.4455821
에바다 헤어,전남 영광군 염산면 향화로 660,기타 개인 서비스업,35.2132283,126.37707
리본끈,전남 영광군 영광읍 현암길 58,소매업; 자동차 제외,35.2756897,126.5109714
한길서림,전남 영광군 영광읍 현암길 57,소매업; 자동차 제외,35.2758966,126.5109904
으뜸한의원,전남 영광군 영광읍 옥당로 153,보건업,35.2756737,126.5008798
골든벨유담한의원,전남 영광군 영광읍 신남로 168,보건업,35.275721,126.5004308
국제식당,전남 영광군 법성면 굴비로 86,음식점 및 주점업,35.3559286,126.4486362
대간축산,전남 영광군 법성면 굴비로 104,소매업; 자동차 제외,35.3554538,126.4506847
국보수산,전남 영광군 홍농읍 홍농로 442-9,소매업; 자동차 제외,35.3934171,126.4462998
씨유영광원룸점,전남 영광군 영광읍 대하길2길 15,소매업; 자동차 제외,35.2741953,126.4989316
터미널미용실,전남 영광군 영광읍 백산길 17,기타 개인 서비스업,35.2776683,126.5026569
아모레 카운셀러,전남 영광군 영광읍 대하길2길 35,소매업; 자동차 제외,35.2744995,126.5009648
아이앤안경,전남 영광군 영광읍 중앙로 190-2,소매업; 자동차 제외,35.2757763,126.5120246
현대미용실,전남 영광군 홍농읍 상하길 29,기타 개인 서비스업,35.3945429,126.4446346
송가네식당,전남 영광군 홍농읍 홍농로 454,음식점 및 주점업,35.3948366,126.446474
영해수산,전남 영광군 법성면 굴비로1길 106-14,소매업; 자동차 제외,35.3605181,126.4350224
동원가든,전남 영광군 대마면 영장로 128,음식점 및 주점업,35.301568,126.5677523
더프라임영어학원,전남 영광군 영광읍 물무로 88,교육 서비스업,35.2767591,126.5096446
송암주유소,전남 영광군 염산면 칠산로 531,소매업; 자동차 제외,35.226228,126.3279239
주식회사 와이신성물류,전남 영광군 법성면 영광로 13,소매업; 자동차 제외,35.3561476,126.4529195
조은유통,전남 영광군 영광읍 중앙로 22,소매업; 자동차 제외,35.2616168,126.5120733
한솥 영광한빛원전점,전남 영광군 홍농읍 상하길 31,음식점 및 주점업,35.3947009,126.44488
고래초밥,전남 영광군 영광읍 중앙로3길 5-22,음식점 및 주점업,35.2751235,126.5123303
MOM`S 학원,전남 영광군 영광읍 현암길 35-1,교육 서비스업,35.2762725,126.5087565
