매장명,도로명주소,매장유형,위도,경도
어머니식당,전라남도 영암군 삼호읍 대불공원1길 6 101호,음식점 및 주점업,34.7758457,126.4514616
영암편의점,전라남도 영암군 신북면 예향로 2378,소매업; 자동차 제외,34.8745579,126.6871924
다원샤이닝아트,전라남도 영암군 삼호읍 녹색로 1278-8,금속 가공제품 제조업; 기계 및 가구 제외,34.7398726,126.4989954
엘스킨케어,전라남도 영암군 삼호읍 삼호중앙로 235-1,기타 개인 서비스업,34.7461866,126.4763078
보람있소,전라남도 영암군 삼호읍 대불주거1로13길 18,음식점 및 주점업,34.7522437,126.4543093
만성농약사,전라남도 영암군 영암읍 남문로 63,소매업; 자동차 제외,34.7965434,126.7022707
세자매이야기,전라남도 영암군 영암읍 읍성로 31,음식점 및 주점업,34.8005126,126.6998214
신성식당,전라남도 영암군 삼호읍 대불주거8로 30,음식점 및 주점업,34.7572977,126.4592324
형후,전라남도 영암군 군서면 군서공단로 45,기타 제품 제조업,34.7776647,126.6539552
웨버하우스,전라남도 영암군 군서면 왕인로 490,음식점 및 주점업,34.7611931,126.6314177
GS25 삼호중앙점,전라남도 영암군 삼호읍 대불주거5로1길 3,소매업; 자동차 제외,34.7543088904,126.4553730932
기가차야,전라남도 영암군 영암읍 남문로 1 1층,음식점 및 주점업,34.7988494,126.6974186
황금빛농원,전라남도 영암군 금정면 영나로 1121,농업,34.8834322,126.7483661
수모바일,전라남도 영암군 삼호읍 대불주거7로 40,소매업; 자동차 제외,34.7549089,126.4516762
한우리 삼호홈클럽,전라남도 영암군 삼호읍 대불주거로 81-15(한양파크빌1차),교육 서비스업,34.7469528,126.4632671
영암석재,전라남도 영암군 신북면 황금동1길 13 .,소매업; 자동차 제외,34.8884345,126.6911057
철판요리전문점,전라남도 영암군 영암읍 회의촌길 14-15,음식점 및 주점업,34.79213707,126.6868621678
목하나무아래,전라남도 영암군 영암읍 중앙로 40,소매업; 자동차 제외,34.7996775,126.6981482
스피드24,전라남도 영암군 삼호읍 모밀항길 21-17,개인 및 소비용품 수리업,34.748905,126.3804061
종원식육식당,전라남도 영암군 삼호읍 세가래2길 15,음식점 및 주점업,34.7466229,126.4747657
세자매헤어(3CE HAIR),전라남도 영암군 삼호읍 대불주거5로3길 15,기타 개인 서비스업,34.7540428,126.4540649
학산주유소,전라남도 영암군 학산면 영암로 135 학산주유소,소매업; 자동차 제외,34.7292181,126.5865877
우정회관,전라남도 영암군 영암읍 낭주로 79,음식점 및 주점업,34.796211973,126.7062005533
가인1 유한회사,전라남도 영암군 삼호읍 녹색로 749,식료품 제조업,34.7683122,126.4633455
삼천아그로(영암점),전라남도 영암군 영암읍 낭주로 179(일흥아르디움),도매 및 상품 중개업,34.8035094,126.6999866
그린기계,전라남도 영암군 덕진면 예향로 1813,도매 및 상품 중개업,34.8262372,126.6943028
한식당수라상,전라남도 영암군 학산면 독천로 178 한식당 수라상,음식점 및 주점업,34.7252264,126.568794
꿈꾸는 공부방,전라남도 영암군 영암읍 영암초중고길 14,교육 서비스업,34.7973819,126.6883459
나은동물병원,전라남도 영암군 신북면 예향로 2374,"기타 전문, 과학 및 기술 서비스업",34.8746167,126.6874652
지나헤어(Jina hair),전라남도 영암군 삼호읍 삼호중앙로 225,기타 개인 서비스업,34.745903,126.4752108
삼호특수화물,전라남도 영암군 삼호읍 오복길 177-57,육상 운송 및 파이프라인 운송업,34.7123868,126.5219763
이마트24 영암삼호용당점,전라남도 영암군 삼호읍 용당로 84,소매업; 자동차 제외,34.7516165,126.4112174
월출그릇백화점,전라남도 영암군 영암읍 동문밖길 2,소매업; 자동차 제외,34.8010313,126.6992207
이안컴퓨터 독천점,전라남도 영암군 미암면 미중로 29,소매업; 자동차 제외,34.6989877,126.5708852
본죽 & 비빔밥(영암삼호점),전라남도 영암군 삼호읍 대불주거5로 6 105호 본죽앤비빔밥,음식점 및 주점업,34.754619,126.4562091
지니샵,전라남도 영암군 삼호읍 대불주거7로 7,소매업; 자동차 제외,34.7558436,126.4550546
포인트학원,전라남도 영암군 삼호읍 중앙촌길 30,교육 서비스업,34.7462817,126.4695354
월출산운암점,전라남도 영암군 신북면 예향로 2368,소매업; 자동차 제외,34.8743004,126.6879556
기찬명품장어,전라남도 영암군 영암읍 중앙로 52,소매업; 자동차 제외,34.8004901,126.698763
느린농부농장,전남 영암군 미암면 미중로 19-1,소매업; 자동차 제외,34.6986594,126.5698147
올림픽스포츠,전라남도 영암군 영암읍 송계길 2,임대업; 부동산 제외,34.8034236,126.6765905
인스프링(삼호점),전라남도 영암군 삼호읍 대불주거7로 21,도매 및 상품 중개업,34.7552965,126.4536074
국가대표(대불점),전라남도 영암군 삼호읍 대불주거7로 31,음식점 및 주점업,34.7548642,126.4525435
리얼 프랜드,전라남도 영암군 삼호읍 대불주거로 96,소매업; 자동차 제외,34.7491253,126.4625474
삼호힐링치과,전라남도 영암군 삼호읍 신촌길 2,보건업,34.7461308,126.3796268
E1(주) 대불충전소,전라남도 영암군 삼호읍 대불로 799,소매업; 자동차 제외,34.7748389,126.4329258
농업회사법인 조이팜유한회사(지점),전라남도 영암군 삼호읍 녹색로 749,농업,34.7683122,126.4633455
이마트24 영암동아보건대점,전라남도 영암군 학산면 영산로 76-57,소매업; 자동차 제외,34.730462,126.5681945
삼화주유소,전라남도 영암군 덕진면 예향로 1796,소매업; 자동차 제외,34.8245267,126.6956716
신북농협 농자재판매장,전남 영암군 신북면 황금동1길 5-8,소매업; 자동차 제외,34.888221407,126.6906190985
머신메카,전라남도 영암군 영암읍 미륵동길 15,산업용 기계 및 장비 수리업,34.7901966,126.7248626
한우농장식육점,전라남도 영암군 삼호읍 신항로 63-5,소매업; 자동차 제외,34.7447692,126.3807147
파란SPI,전라남도 영암군 삼호읍 나불로4길 36,도매 및 상품 중개업,34.7613568,126.4183419
서울우유 영암,전라남도 영암군 영암읍 동문로 15,소매업; 자동차 제외,34.797157,126.7020417
벳세다,"전라남도 영암군 삼호읍 녹색로 1225-85, 1층",스포츠 및 오락관련 서비스업,34.7424431,126.4933161
삼호한국태권장,"전라남도 영암군 삼호읍 중앙촌길 10-2, 2층",교육 서비스업,34.7460597,126.4682816
민들레먹거리식당,전라남도 영암군 학산면 영산로 12-12 민들레 먹거리 식당,음식점 및 주점업,34.7250311,126.5702889
월출산플라워,전라남도 영암군 영암읍 중앙로 48-2 월출산플라워,소매업; 자동차 제외,34.800351,126.6986011
담소헌,전라남도 영암군 삼호읍 난전로 132 (난전리 1085-2),소매업; 자동차 제외,34.7485474,126.4303137
(Black one)블랙원,"전라남도 영암군 삼호읍 대불주거3로 75, B동 1층(목포대학교 신해양산업단지캠퍼스)",음식점 및 주점업,34.7560507,126.4489269
왕인매점,"전라남도 영암군 군서면 왕인로 440, 1동",소매업; 자동차 제외,34.7559634,126.6309795
구림명가,전라남도 영암군 군서면 구림로 147,음식점 및 주점업,34.761059347,126.6179831661
영암오거리자동차용품,전라남도 영암군 영암읍 낭주로 82,자동차 및 부품 판매업,34.7967175,126.7051765
김현준,전라남도 영암군 삼호읍 대불주거로 55-30 103동604호,사업 지원 서비스업,34.7460895,126.463489
대박세차장,전라남도 영암군 영암읍 낭주로 163,개인 및 소비용품 수리업,34.8023258479,126.7004962738
쌀짬뽕,전라남도 영암군 삼호읍 삼호중앙로 219,음식점 및 주점업,34.74577,126.4744856
한옥펜션 휴림,전라남도 영암군 군서면 왕인로 476,스포츠 및 오락관련 서비스업,34.7596471,126.6304732
야미마트,전남 영암군 삼호읍 대불주거1로9길 18,도매 및 상품 중개업,34.7522957,126.4553455
피케이윈드파워 주식회사,전라남도 영암군 삼호읍 대불산단7로 218,소매업; 자동차 제외,34.7710978,126.4217668
율두수짐에이제이푸드,전라남도 영암군 삼호읍 신항로 135-29,도매 및 상품 중개업,34.7479477,126.3707439
호원기계,전라남도 영암군 영암읍 영암공단로 39-15,도매 및 상품 중개업,34.8120445,126.6941783
씨유 대불항점,전라남도 영암군 삼호읍 대불로 753,소매업; 자동차 제외,34.7757537,126.4281203
삼호육묘,전라남도 영암군 삼호읍 대불주거로 81-15 (한양파크빌1차),도매 및 상품 중개업,34.7473423267,126.4632402218
쌍둥이네정육식당,전라남도 영암군 삼호읍 신항로 74,음식점 및 주점업,34.7459598,126.379938
현대식당,전라남도 영암군 삼호읍 신촌길 10,음식점 및 주점업,34.7466374,126.3801341
빨강머리앤종합화장품,전라남도 영암군 삼호읍 중앙촌길 24,도매 및 상품 중개업,34.7465942,126.4690335
GS25 신북GS점,전라남도 영암군 신북면 예향로 2532,소매업; 자동차 제외,34.8870545679,126.6897038891
우리주유소,전라남도 영암군 삼호읍 녹색로 822,소매업; 자동차 제외,34.7643016,126.4697057
수하우징,전라남도 영암군 삼호읍 관광레저로 2843,전문직별 공사업,34.7443573,126.4503686
워시팡팡 영암삼호읍점,전라남도 영암군 삼호읍 대불주거5로 21,기타 개인 서비스업,34.7540078,126.4555082
스마트영어학원,전라남도 영암군 영암읍 성밖로 33,교육 서비스업,34.7972096,126.696025
버블독스 영암삼호점,전라남도 영암군 삼호읍 대불주거7로 30,소매업; 자동차 제외,34.755292,126.4526051
빨강머리앤 미용실,전라남도 영암군 삼호읍 중앙촌길 24,기타 개인 서비스업,34.7465942,126.4690335
신북농협주유소,전라남도 영암군 신북면 예향로 2508,소매업; 자동차 제외,34.8850919,126.6890024
기찬건강원,전라남도 영암군 영암읍 오일시장길 10,식료품 제조업,34.8007078,126.6996235
원앤식스,전라남도 영암군 영암읍 중앙로 53-1,음식점 및 주점업,34.8008082,126.6986202
한식당아리랑,전라남도 영암군 학산면 독천로 158,음식점 및 주점업,34.7246002,126.5665648
