매장명,도로명주소,매장유형,위도,경도
깡헤어,경상남도 거창군 거창읍 공수들1길 45,기타 개인 서비스업,35.6865989054,127.9005740917
윤제통마취통증의학과의원,경상남도 거창군 거창읍 거창대로 53-1,보건업,35.6863967,127.916103
꽃시내,경상남도 거창군 위천면 금원산길 139,음식점 및 주점업,35.7444338,127.8192432
고려정형외과,경상남도 거창군 거창읍 강남로 194,보건업,35.6850545,127.9184098
옥유탕,경상남도 거창군 거창읍 강남로 150 옥유탕,기타 개인 서비스업,35.6836572,127.9136977
옥유탕,경상남도 거창군 거창읍 강남로 150 옥유탕,기타 개인 서비스업,35.6837611903,127.9137207529
맛고을,경상남도 거창군 가조면 지산로 1465,음식점 및 주점업,35.707407,128.0154314
중앙메디컬병원,경상남도 거창군 거창읍 거창대로1길 7-2,보건업,35.6873041,127.9167346
대성자동차정비공업사,경상남도 거창군 거창읍 밤티재로 1320,개인 및 소비용품 수리업,35.672966,127.9323831
중앙치과의원,경상남도 거창군 거창읍 거창대로1길 7-2,보건업,35.6873041,127.9167346
나에게휴식,경상남도 거창군 거창읍 교촌길 109-8,소매업; 자동차 제외,35.6926084,127.9045659
나에게휴식,경상남도 거창군 거창읍 교촌길 109-8,소매업; 자동차 제외,35.6925742196,127.9045243914
김치과의원,경상남도 거창군 거창읍 거창대로 60-1,보건업,35.6869879,127.9163772
천하무적 열쇠,경상남도 거창군 거창읍 죽전5길 54,금속 가공제품 제조업; 기계 및 가구 제외,35.692613416,127.9122005533
미미떡방앗간,경상남도 거창군 가조면 가조가야로 1116,식료품 제조업,35.7101961965,128.0171082658
미미떡방앗간,경상남도 거창군 가조면 가조가야로 1116,식료품 제조업,35.7102080575,128.0170952908
헤어스토리,경상남도 거창군 거창읍 아림로2길 27,기타 개인 서비스업,35.6883276,127.9112318
새봄한의원,경상남도 거창군 가조면 지산로 1462,보건업,35.7075397,128.0166726
금광중기,경상남도 거창군 거창읍 거열로 204,전문직별 공사업,35.6909058,127.9159294
들풀잔디조경,"경상남도 거창군 거창읍 죽전길 94, 110동 505호(주공아파트)",전문직별 공사업,35.6901409,127.911443
로끼오치킨,경상남도 거창군 거창읍 중앙로 140,음식점 및 주점업,35.6868324,127.9140345
대방운수5096,경상남도 거창군 가조면 가조가야로 1073,육상 운송 및 파이프라인 운송업,35.7099336,128.012392
거창종합중기,경상남도 거창군 거창읍 창동로 171,전문직별 공사업,35.6925087,127.9196391
고제반점,경상남도 거창군 고제면 고제로 66,음식점 및 주점업,35.8145387,127.8723559
더나인뷰티,경상남도 거창군 거창읍 거열로6길 68-4,소매업; 자동차 제외,35.6903923,127.9061297
명동오리,경상남도 거창군 거창읍 대평3길 16,음식점 및 주점업,35.6834757,127.9216109
촌애,경상남도 거창군 마리면 빼재로 127,음식점 및 주점업,35.710978,127.8539315
대경마트,경상남도 거창군 거창읍 거열로7길 25,소매업; 자동차 제외,35.6893798,127.9020328
콤마,경상남도 거창군 거창읍 송정1길 16,음식점 및 주점업,35.6817301721,127.8989375463
콤마,경상남도 거창군 거창읍 송정1길 16,음식점 및 주점업,35.6817601,127.8989302
개인택시(신석환),"경상남도 거창군 거창읍 강남로 240-15, 1005호(남광빌라)",육상 운송 및 파이프라인 운송업,35.686538,127.9233726
윌로펌프 서비스,경상남도 거창군 거창읍 창동로 98,도매 및 상품 중개업,35.6860499,127.9216502
영남건설기계,경상남도 거창군 거창읍 강변로 309,전문직별 공사업,35.6928648,127.9245275
협화비료원예정보사,경상남도 거창군 거창읍 강변로 309,도매 및 상품 중개업,35.6928648,127.9245275
인쇄나라(상림),"경상남도 거창군 거창읍 동동6길 99, 101동 1104호(베어스타운)",전문 서비스업,35.690836891,127.9247202553
인쇄나라(상림),"경상남도 거창군 거창읍 동동6길 99, 101동 1104호(베어스타운)",전문 서비스업,35.6906965531,127.9247519495
